ticker,yf_ticker,company_name,sasb_sector,truvalue_rating,sa_risk,sa_band,iss_descriptor,tri_pass_votes,tri_fail_votes,triangulation_result,stage1_pass,fossil_flag,hard_excluded,watchlist,watchlist_reason,esg_rank,in_house_z,in_house_pct,E_score,S_score,G_score,ESG_score,carbon_intensity,ci_source,data_vintage,idBbGlobalCompanyName,sector,vol_annual,max_drawdown,sharpe_ratio,beta,beta_band_score,m01_score,m02_score,m03_score,m04_score,composite_financial_score,metric_nan_count,m01_vol_flag,m02_mdd_flag,m03_sharpe_flag,m04_beta_flag,g1_data_sufficiency,g2_margins,g3_cashflow,g4_leverage,g5_investability,gate_verdict,financial_verdict,exclusion_reason,annual_volatility_pct,max_drawdown_pct,beta_vs_benchmark,data_vintage_fin,rf_rate_assumption,benchmark_used,encore_score,aqueduct_score,biodiversity_score,nature_risk_tier,taxonomy_eligible_pct,taxonomy_aligned_pct,euTaxnmyEstmatdDnshMitgtnLevl1,euTaxnmyEstmatdDnshMitgtnLevl2,euTaxnmyEstmatdDnshAdapttnLevl1,euTaxnmyEstmatdDnshAdapttnLevl2,gw_exclude,gw_watchlist
HBC1,HSBA.L,HSBC Holdings Plc,Financials,Average,13.49,Low,Medium,3,0,PASS,True,False,False,False,,17.0,0.4382650868009517,93.24894514767934,78.15,58.09,64.64,93.25,0.72,sector_median_imputed,2026-05-20,HSBC Holdings PLC,Financials,0.2501,-0.2431,0.7799,0.9666,100.0,70.12448132780082,9.128630705394189,87.55186721991701,100.0,63.03,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,25.01,-24.31,0.9666,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,85.71,,False,False
MOV,MONC.MI,Moncler SpA,Consumer Goods,Average,8.5,Negligible,Good,3,0,PASS,True,False,False,False,,86.0,0.1212881727039412,64.13502109704642,54.07,56.53,68.03,64.14,0.0,sector_median_imputed,2026-05-20,Moncler SpA,Consumer Discretionary,0.3225,-0.458,-0.0483,1.416,0.0,37.75933609958506,66.80497925311204,11.20331950207469,0.0,30.95,0.0,ok,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,32.25,-45.8,1.416,2026-05-20,0.025,^STOXX,2.0,2.0,25.0,Low,,0.0,77.78,,85.71,,False,False
B6E,SOBI.ST,Swedish Orphan Biovitrum AB,Health Care,Laggard,19.0,Low,Good,2,1,PASS,True,False,False,True,Truvalue=Laggard,82.0,0.1519989413421956,65.82278481012658,78.15,31.28,42.41,65.82,7.99,sector_median_imputed,2026-05-20,Swedish Orphan Biovitrum AB,Health Care,0.3295,-0.3022,0.6059,0.6839,100.0,34.64730290456431,23.236514522821565,71.36929460580913,100.0,55.31,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.95,-30.22,0.6839,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,0.0,55.56,,28.57,,False,False
DB1,DB1.DE,Deutsche Boerse AG,Financials,Below Average,13.0,Low,Medium,2,1,PASS,True,False,False,True,Truvalue=Below Average,95.0,0.0474176197479661,60.33755274261603,78.15,41.99,22.57,60.34,0.72,sector_median_imputed,2026-05-20,Deutsche Boerse AG,Financials,0.198,-0.2961,0.5878,0.4853,75.0,91.701244813278,21.99170124481327,69.70954356846472,75.0,60.85,0.0,ok,ok,ok,defensive,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,19.8,-29.61,0.4853,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,0.0,77.78,,57.14,,False,False
I5G,IGG.L,IG Group Holdings plc,Financials,Average,21.96,Medium,Medium,2,1,PASS,True,False,False,False,,197.0,-0.8227454571322641,13.50210970464135,6.47,36.62,42.67,13.5,0.72,sector_median_imputed,2026-05-20,IG Group Holdings PLC,Financials,0.2297,-0.3524,0.5163,0.6507,100.0,80.08298755186722,37.75933609958506,58.92116182572615,100.0,65.02,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.97,-35.24,0.6507,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,42.86,,False,False
I1M,INDT.ST,Indutrade AB,Resource Transformation,Average,18.39,Low,Medium,3,0,PASS,True,False,False,False,,172.0,-0.5276473974313497,24.05063291139241,49.4,0.0,23.75,24.05,0.91,bloomberg_calc,2026-05-20,Indutrade AB,Industrials,0.3216,-0.4145,-0.0811,1.3783,25.0,39.00414937759336,57.26141078838175,9.54356846473029,25.0,32.84,0.0,ok,ok,hard_exclude,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,32.16,-41.45,1.3783,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,66.67,,28.57,40.0,False,False
IFX,IFX.DE,Infineon Technologies AG,Technology & Communications,Average,18.88,Low,Medium,3,0,PASS,True,False,False,False,,193.0,-0.75,14.9789029535865,24.39,36.62,19.42,14.98,16.72,sector_median_imputed,2026-05-20,Infineon Technologies AG,Technology,0.3835,-0.5112,0.3355,1.6921,0.0,13.485477178423238,77.17842323651452,32.365145228215766,0.0,35.56,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,38.35,-51.12,1.6921,2026-05-20,0.025,^STOXX,1.5,2.0,17.5,Low,0.0,,11.11,,0.0,,False,False
6GF,ING.WA,ING Bank Slaski S.A.,Financials,Below Average,15.39,Low,Medium,2,1,PASS,True,False,False,True,Truvalue=Below Average,30.0,0.3446197214013231,87.76371308016878,78.15,76.11,42.06,87.76,0.72,sector_median_imputed,2026-05-20,ING Bank Slaski SA,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,,14.29,,False,False
BAKA,BKT.MC,Bankinter SA,Financials,Average,18.4,Low,Medium,3,0,PASS,True,False,False,False,,150.0,-0.3344687935067248,34.17721518987342,36.41,56.07,40.83,34.18,0.72,bloomberg_calc,2026-05-20,Bankinter SA,Financials,0.2878,-0.3089,0.854,0.9554,100.0,53.11203319502075,25.31120331950207,92.5311203319502,100.0,65.98,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,28.78,-30.89,0.9554,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,57.14,,False,False
BIH,BBY.L,Balfour Beatty plc,Infrastructure,Average,33.2,High,Medium,2,1,PASS,True,False,True,,,,,,0.0,0.0,0.0,0.0,19.57,sector_median_imputed,2026-05-20,Balfour Beatty PLC,Industrials,0.2331,-0.3241,0.7027,0.8287,100.0,78.83817427385893,29.460580912863065,80.70539419087137,100.0,68.82,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,23.31,-32.41,0.8287,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,55.56,33.33,71.43,80.0,False,False
NOH1,NHY.OL,Norsk Hydro ASA,Extractives & Minerals Processing,Below Average,13.5,Low,Good,2,1,PASS,True,False,False,True,Truvalue=Below Average,3.0,0.6298747031730955,99.15611814345992,75.56,76.56,83.96,99.16,2149.74,sector_median_imputed,2026-05-20,Norsk Hydro ASA,Materials,0.3537,-0.3757,0.5303,0.9799,100.0,24.066390041493776,44.398340248962654,62.24066390041494,100.0,56.8,0.0,soft_flag,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,35.37,-37.57,0.9799,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,53.34,28.0,88.89,100.0,71.43,60.0,False,False
INR,IAG.L,International Consolidated Airlines Group SA,Transportation,Average,19.39,Low,Medium,3,0,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,19.57,sector_median_imputed,2026-05-20,International Consolidated Airlines Group SA,Industrials,0.3911,-0.5527,0.2931,1.4288,0.0,11.61825726141079,83.40248962655602,27.38589211618257,0.0,35.56,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,39.11,-55.27,1.4288,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,,0.0,77.78,,42.86,,False,False
8IG,IP.MI,Interpump Group S.p.A.,Resource Transformation,Average,31.94,High,Medium,2,1,PASS,True,False,True,,,,,,0.0,0.0,0.0,0.0,19.57,sector_median_imputed,2026-05-20,Interpump Group SpA,Industrials,0.3383,-0.6088,-0.2163,1.5423,0.0,30.70539419087137,91.701244813278,4.979253112033195,0.0,35.15,0.0,ok,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,33.83,-60.88,1.5423,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,0.0,44.44,,14.29,,False,False
LRC,LR.PA,Legrand SA,Resource Transformation,Average,13.7,Low,Good,3,0,PASS,True,False,False,False,,122.0,-0.143687511474969,48.10126582278481,44.84,83.31,34.85,48.1,19.57,sector_median_imputed,2026-05-20,Legrand SA,Industrials,0.2465,-0.3614,0.4109,1.1171,50.0,72.61410788381743,39.83402489626556,45.22821576763486,50.0,50.04,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.65,-36.14,1.1171,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,77.78,,42.86,40.0,False,False
I7G,IPN.PA,Ipsen SA,Health Care,Average,21.92,Medium,Medium,2,1,PASS,True,False,False,False,,78.0,0.1681224405405086,67.51054852320675,73.11,70.74,31.19,67.51,7.99,sector_median_imputed,2026-05-20,Ipsen SA,Health Care,0.2777,-0.3114,0.3938,0.648,100.0,59.33609958506224,26.556016597510364,41.078838174273855,100.0,52.16,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.77,-31.14,0.648,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,0.0,77.78,,42.86,,False,False
OMV,OMV.VI,OMV AG,Extractives & Minerals Processing,Average,32.9,High,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20,OMV AG,Energy,0.2848,-0.3546,0.4449,0.8517,100.0,55.18672199170124,38.58921161825726,50.20746887966805,100.0,57.68,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.48,-35.46,0.8517,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,100.0,,False,False
JYS1,JYSK.CO,Jyske Bank A/S,Financials,Below Average,19.99,Low,,1,1,BORDERLINE,False,False,False,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20,Jyske Bank A/S,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,66.67,25.0,28.57,20.0,False,False
E4S,ELI.BR,Elia Group SA/NV,Infrastructure,Average,18.1,Low,Good,3,0,PASS,True,False,False,False,,177.0,-0.5787834908672391,21.9409282700422,30.37,43.37,27.09,21.94,629.82,sector_median_imputed,2026-05-20,Elia Group SA/NV,Utilities,0.2706,-0.6015,0.2413,0.504,75.0,63.27800829875518,91.28630705394193,22.40663900414938,75.0,61.76,0.0,ok,soft_flag,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.06,-60.15,0.504,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,94.68,,44.44,50.0,28.57,40.0,False,False
ALV,ALV.DE,Allianz SE,Financials,Average,13.2,Low,Medium,3,0,PASS,True,False,False,False,,62.0,0.2440579759027272,74.26160337552743,78.15,57.81,39.33,74.26,0.72,sector_median_imputed,2026-05-20,Allianz SE,Financials,0.1968,-0.2752,0.6982,0.942,100.0,92.5311203319502,18.257261410788388,80.08298755186722,100.0,68.01,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,19.68,-27.52,0.942,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,85.71,,False,False
KB9,KBCA.BR,KBC Ancora SCA,Financials,Average,10.2,Low,Poor,2,1,PASS,True,False,True,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20,KBC Ancora,Financials,,,,,,,,,,,,,,,,PASS,FAIL,DATA-INCOMPLETE,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,0.0,,14.29,,False,False
IES,ISP.MI,Intesa Sanpaolo S.p.A.,Financials,Average,8.2,Negligible,Good,3,0,PASS,True,False,False,False,,32.0,0.3355869977972824,86.91983122362869,78.15,60.21,49.96,86.92,0.72,sector_median_imputed,2026-05-20,Intesa Sanpaolo SpA,Financials,0.2743,-0.427,0.8497,1.346,25.0,60.58091286307054,61.410788381742734,92.11618257261412,25.0,63.17,0.0,ok,ok,ok,elevated_high,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,27.43,-42.7,1.346,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,,42.86,,False,False
KGHA,KGH.WA,KGHM Polska Miedz S.A.,Extractives & Minerals Processing,Average,37.6,High,Medium,2,1,PASS,True,False,True,,,,,,0.0,0.0,0.0,0.0,2149.74,sector_median_imputed,2026-05-20,KGHM Polska Miedz SA,Materials,0.4284,-0.5824,0.2008,1.5269,0.0,5.809128630705402,87.13692946058092,19.91701244813278,0.0,33.28,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,42.84,-58.24,1.5269,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,,85.71,,False,False
KRX,KRX.IR,Kingspan Group Plc,Extractives & Minerals Processing,Average,19.33,Low,Good,3,0,PASS,True,False,False,False,,128.0,-0.1917651918176247,44.30379746835442,60.68,48.48,19.46,44.3,2149.74,sector_median_imputed,2026-05-20,Kingspan Group PLC,Materials,0.3604,-0.5789,-0.081,1.3995,25.0,20.53941908713693,86.30705394190872,9.95850622406639,25.0,37.99,0.0,soft_flag,soft_flag,hard_exclude,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,36.04,-57.89,1.3995,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,66.67,,85.71,100.0,False,False
K34,KCR.HE,Konecranes Oyj,Resource Transformation,Average,13.68,Low,Good,3,0,PASS,True,False,False,False,,106.0,-0.035203512000967,54.85232067510548,53.07,46.47,55.08,54.85,19.57,sector_median_imputed,2026-05-20,Konecranes Oyj,Industrials,0.3604,-0.4947,0.4725,1.4335,0.0,20.53941908713693,75.10373443983403,53.11203319502075,0.0,42.57,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,36.04,-49.47,1.4335,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,0.0,,77.78,,57.14,,False,False
FNL,FRES.L,Fresnillo PLC,Extractives & Minerals Processing,Below Average,28.3,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,2149.74,sector_median_imputed,2026-05-20,Fresnillo PLC,Materials,0.4248,-0.5536,0.5595,0.6916,100.0,6.2240663900415,83.81742738589212,66.39004149377593,100.0,66.31,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,42.48,-55.36,0.6916,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,77.78,,85.71,,False,False
ENL,ENEL.MI,Enel SpA,Infrastructure,Below Average,17.4,Low,Good,2,1,PASS,True,False,False,True,Truvalue=Below Average,100.0,-0.0020709442632994,58.22784810126582,41.04,83.81,60.1,58.23,629.82,sector_median_imputed,2026-05-20,Enel SpA,Utilities,0.2111,-0.4705,0.3337,0.893,100.0,87.34439834024896,71.36929460580913,30.70539419087137,100.0,68.09,0.0,ok,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,21.11,-47.05,0.893,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,26.03,39.9,55.56,50.0,85.71,80.0,False,False
EOAN,EOAN.DE,E.ON SE,Infrastructure,Average,17.1,Low,Good,3,0,PASS,True,False,False,False,,65.0,0.2372109067531796,72.9957805907173,52.98,84.67,69.14,73.0,629.82,sector_median_imputed,2026-05-20,E.ON SE,Utilities,0.215,-0.3702,0.6133,0.5788,75.0,85.47717842323651,42.94605809128631,72.61410788381743,75.0,66.76,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,21.5,-37.02,0.5788,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,16.07,18.0,88.89,100.0,57.14,60.0,False,False
C0Q,CCH.L,Coca-Cola HBC AG,Food & Beverage,Average,16.5,Low,Good,3,0,PASS,True,False,False,False,,121.0,-0.1409170839512019,48.52320675105485,45.78,61.21,46.13,48.52,85.39,bloomberg_calc,2026-05-20,Coca-Cola HBC AG,Consumer Staples,0.2404,-0.4754,0.3094,0.7388,100.0,75.31120331950207,71.78423236514523,29.04564315352697,100.0,65.31,0.0,ok,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.04,-47.54,0.7388,2026-05-20,0.025,^STOXX,3.0,3.0,50.0,Medium,,0.0,55.56,,57.14,,False,False
LS4C,LSEG.L,London Stock Exchange Group plc,Financials,Average,13.79,Low,Medium,3,0,PASS,True,False,False,False,,49.0,0.2719079935547147,79.74683544303798,78.15,45.66,49.92,79.75,0.72,sector_median_imputed,2026-05-20,London Stock Exchange Group PLC,Financials,0.2375,-0.4071,0.082,0.4977,75.0,76.97095435684648,55.60165975103735,15.352697095435683,75.0,51.68,0.0,ok,ok,soft_flag,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,23.75,-40.71,0.4977,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,,85.71,,False,False
LO3,LONN.SW,Lonza Group AG,Health Care,Average,15.8,Low,Good,3,0,PASS,True,False,False,False,,147.0,-0.3213367639364513,35.44303797468354,21.98,66.39,63.05,35.44,0.0,bloomberg_calc,2026-05-20,Lonza Group AG,Health Care,,,,,,,,,,,,,,,,PASS,FAIL,PASS,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,88.89,,57.14,,False,False
MOH,MC.PA,LVMH Moet Hennessy Louis Vuitton SE,Consumer Goods,Below Average,13.55,Low,Medium,2,1,PASS,True,False,False,True,Truvalue=Below Average,144.0,-0.2868847007319061,37.13080168776371,40.68,59.43,37.32,37.13,0.0,sector_median_imputed,2026-05-20,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.2959,-0.4903,-0.2262,1.3486,25.0,48.54771784232366,74.27385892116183,4.564315352697095,25.0,38.36,0.0,ok,soft_flag,hard_exclude,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,29.59,-49.03,1.3486,2026-05-20,0.025,^STOXX,2.0,2.0,25.0,Low,,0.0,55.56,,42.86,,False,False
7MP,MNG.L,M&G Plc,Financials,Average,22.36,Medium,Medium,2,1,PASS,True,False,False,False,,18.0,0.4290544036834607,92.82700421940928,78.15,48.49,68.92,92.83,0.72,sector_median_imputed,2026-05-20,M&G PLC,Financials,0.2509,-0.3559,0.1109,1.0482,100.0,69.70954356846474,39.00414937759336,15.767634854771783,100.0,50.37,0.0,ok,ok,soft_flag,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,25.09,-35.59,1.0482,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,85.71,,False,False
CMAB,MAP.MC,Mapfre SA,Financials,Average,17.81,Low,Medium,3,0,PASS,True,False,False,False,,75.0,0.1911896615232151,68.77637130801688,78.15,63.46,29.16,68.78,0.72,sector_median_imputed,2026-05-20,Mapfre SA,Financials,0.2111,-0.2002,0.9133,0.785,100.0,87.34439834024896,2.0746887966805048,94.1908713692946,100.0,66.35,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,21.11,-20.02,0.785,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,55.56,,28.57,,False,False
BRU,MBK.WA,mBank SA,Financials,Average,15.36,Low,Medium,3,0,PASS,True,False,False,False,,196.0,-0.816769258399034,13.92405063291139,6.47,68.27,25.37,13.92,0.72,sector_median_imputed,2026-05-20,mBank SA,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,44.44,,42.86,,False,False
DNQ,EQNR.OL,Equinor ASA,Extractives & Minerals Processing,Average,27.4,Medium,Medium,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20,Equinor ASA,Energy,0.3235,-0.3174,0.57,0.0618,,36.92946058091287,27.800829875518676,67.21991701244814,,50.89,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.35,-31.74,0.0618,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,1.58,0.0,77.78,,85.71,80.0,False,False
RYSD,NWG.L,NatWest Group Plc,Financials,Average,13.0,Low,Good,3,0,PASS,True,False,False,False,,10.0,0.484989152706588,96.20253164556962,78.15,54.96,72.56,96.2,0.72,sector_median_imputed,2026-05-20,NatWest Group PLC,Financials,0.2998,-0.4312,0.5549,1.234,50.0,46.47302904564315,61.82572614107884,65.14522821576763,50.0,57.39,0.0,ok,ok,ok,elevated,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,29.98,-43.12,1.234,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,,,66.67,,100.0,,False,False
TCO0,TSCO.L,Tesco PLC,Food & Beverage,Average,18.8,Low,Good,3,0,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,85.39,sector_median_imputed,2026-05-20,Tesco PLC,Consumer Staples,0.2027,-0.3434,0.5714,0.3741,,90.45643153526972,35.684647302904565,67.63485477178423,,64.09,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,20.27,-34.34,0.3741,2026-05-20,0.025,^STOXX,3.0,3.0,50.0,Medium,0.0,,77.78,,85.71,100.0,False,False
AIL,AI.PA,Air Liquide SA,Resource Transformation,Average,13.0,Low,Medium,3,0,PASS,True,False,False,False,,184.0,-0.6666965799498794,18.9873417721519,0.0,89.68,44.67,18.99,2149.74,sector_median_imputed,2026-05-20,Air Liquide SA,Materials,0.1881,-0.2317,0.4118,0.8472,100.0,95.0207468879668,7.053941908713696,45.64315352697096,100.0,54.81,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,18.81,-23.17,0.8472,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,,66.67,,100.0,100.0,False,False
56S1,DIM.PA,Sartorius Stedim Biotech SA,Health Care,Above Average,15.6,Low,Good,3,0,PASS,True,False,False,False,,182.0,-0.6572802962432942,19.83122362869198,29.94,45.84,16.16,19.83,7.99,sector_median_imputed,2026-05-20,Sartorius Stedim Biotech,Health Care,0.4414,-0.732,-0.4023,1.3164,25.0,4.149377593360995,97.9253112033195,1.2448132780082988,25.0,35.58,0.0,soft_flag,hard_exclude,hard_exclude,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M02:mdd<-70%; M03:sharpe<0,44.14,-73.2,1.3164,2026-05-20,0.025,^STOXX,2.5,2.0,32.5,Low,0.0,0.0,55.56,,14.29,,False,False
MZ4,MTO.L,MITIE Group PLC,Services,Average,12.22,Low,Good,3,0,PASS,True,False,False,False,,92.0,0.0518930903314786,61.60337552742617,62.13,60.93,41.66,61.6,19.57,sector_median_imputed,2026-05-20,Mitie Group PLC,Industrials,0.3089,-0.3991,0.5444,0.9165,100.0,41.90871369294605,52.69709543568465,63.48547717842323,100.0,63.24,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,30.89,-39.91,0.9165,2026-05-20,0.025,^STOXX,2.5,2.5,37.5,Medium,6.95,,55.56,25.0,85.71,80.0,False,False
M1H,MOBN.SW,Mobimo Holding AG,Infrastructure,Above Average,13.45,Low,Medium,3,0,PASS,True,False,False,False,,98.0,0.0202843369838555,59.07172995780591,37.77,83.59,69.14,59.07,16.72,sector_median_imputed,2026-05-20,Mobimo Holding AG,Real Estate,0.1632,-0.3763,0.3055,0.4173,75.0,97.5103734439834,45.64315352697096,28.63070539419087,75.0,56.78,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,16.32,-37.63,0.4173,2026-05-20,0.025,^STOXX,2.8,2.0,37.0,Medium,0.0,,44.44,33.33,14.29,20.0,False,False
MLT,MYCR.ST,Mycronic AB,Technology & Communications,Average,11.51,Low,Medium,3,0,PASS,True,False,False,False,,124.0,-0.1588720467751,46.83544303797469,60.23,32.76,33.58,46.84,16.72,sector_median_imputed,2026-05-20,Mycronic AB,Technology,0.3664,-0.5556,0.4349,1.1864,50.0,17.84232365145229,84.23236514522821,48.96265560165975,50.0,53.53,0.0,soft_flag,soft_flag,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,36.64,-55.56,1.1864,2026-05-20,0.025,^STOXX,1.5,2.0,17.5,Low,0.0,,44.44,,28.57,,False,False
NNGF,NG.L,National Grid plc,Infrastructure,Below Average,12.71,Low,Medium,2,1,PASS,True,False,False,True,Truvalue=Below Average,119.0,-0.1341176616674978,49.36708860759494,40.26,44.87,66.45,49.37,629.82,sector_median_imputed,2026-05-20,National Grid PLC,Utilities,0.2036,-0.3262,0.1425,0.3571,,89.6265560165975,29.875518672199178,16.182572614107883,,46.74,1.0,ok,ok,soft_flag,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,20.36,-32.62,0.3571,2026-05-20,0.025,^STOXX,3.5,4.0,67.5,High,100.0,67.0,66.67,50.0,85.71,80.0,False,False
